Primary Purpose,Design Style,Furniture Type,Room Size,Dimension Constraints,Budget,Eco-Friendly,Storage Needs,Easy Assembly,Children or Pets,Comfort vs Practicality,Specific Requests,Recommended Furniture
Sleep,Modern,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Durable,"['Sofa', 'Lamp', 'Table', 'Chair']"
Relax,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Lamp', 'Table']"
Sleep,Minimalist,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Industrial,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,No,No,Practical,Easy to clean,"['Sofa', 'Window']"
Play,Minimalist,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,No,No,No,Practical,Stain-resistant,"['Sofa', 'Table']"
Sleep,Industrial,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Play,Traditional,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Relax,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'TV']"
Work,Modern,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Practical,None,"['Sofa', 'Table', 'Table']"
Relax,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,Yes,No,No,Practical,Easy to clean,"['Sofa', 'TV', 'Table']"
Relax,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,Yes,Yes,No,Practical,Stain-resistant,"['Sofa', 'TV', 'Lamp', 'Table']"
Play,Traditional,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Work,Minimalist,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Dining,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Lamp']"
Play,Rustic,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Multifunctional,More than 20 sqm,Yes,Less than 1000 SAR,Yes,No,No,Yes,Practical,Easy to clean,"['Sofa', 'TV']"
Work,Minimalist,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,No,No,No,Practical,None,"['Sofa', 'Lamp']"
Work,Rustic,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Practical,None,"['Sofa', 'Table', 'Table']"
Sleep,Traditional,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp', 'Table']"
Dining,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Work,Minimalist,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Sleep,Traditional,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Work,Industrial,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,No,No,Comfortable,Durable,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Work,Minimalist,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'Table', 'Table']"
Dining,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Relax,Minimalist,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Practical,Durable,"['Sofa', 'TV']"
Relax,Rustic,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,No,No,Yes,No,Practical,None,"['Sofa', 'TV']"
Work,Rustic,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Play,Modern,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp', 'Table']"
Sleep,Modern,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Play,Rustic,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp', 'Table']"
Play,Minimalist,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,No,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Chair']"
Work,Rustic,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,No,Yes,No,Practical,Stain-resistant,"['Sofa', 'Table', 'Lamp']"
Work,Modern,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Lamp', 'Chair']"
Work,Rustic,Multifunctional,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,No,Yes,No,Practical,Stain-resistant,"['Sofa', 'Table', 'Lamp']"
Work,Rustic,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,No,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Minimalist,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,No,Practical,Stain-resistant,"['Sofa', 'TV', 'Table']"
Work,Traditional,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Lamp', 'Chair']"
Relax,Modern,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,No,Yes,Yes,Comfortable,None,"['Sofa', 'TV', 'Chair']"
Relax,Minimalist,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Lamp']"
Work,Rustic,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,Yes,No,No,Practical,Durable,"['Sofa', 'Table', 'Lamp', 'Table']"
Dining,Rustic,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,No,No,No,Practical,Easy to clean,"['Sofa', 'Window']"
Sleep,Traditional,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,No,Practical,Durable,"['Sofa', 'Chair']"
Play,Modern,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Relax,Modern,Multifunctional,More than 20 sqm,Yes,Less than 1000 SAR,No,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'TV', 'Table']"
Sleep,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Dining,Modern,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'Chair']"
Play,Traditional,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Chair']"
Play,Industrial,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,No,No,No,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Relax,Industrial,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,None,"['Sofa', 'TV', 'Lamp', 'Chair']"
Work,Rustic,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table', 'Lamp', 'Table']"
Dining,Rustic,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp']"
Relax,Modern,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Table', 'Chair']"
Dining,Industrial,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,No,No,Yes,Comfortable,Durable,"['Sofa', 'Chair']"
Work,Rustic,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Work,Traditional,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Relax,Rustic,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,No,No,No,Comfortable,Stain-resistant,"['Sofa', 'TV', 'Chair']"
Work,Rustic,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'Table', 'Table']"
Sleep,Industrial,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Play,Industrial,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'Table']"
Relax,Minimalist,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,Yes,No,No,Practical,Easy to clean,"['Sofa', 'TV', 'Table']"
Dining,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'Chair']"
Sleep,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,Yes,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Relax,Modern,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,No,Comfortable,None,"['Sofa', 'TV', 'Table', 'Chair']"
Work,Traditional,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Work,Traditional,Ready-made,More than 20 sqm,No,More than 5000 SAR,No,No,No,No,Comfortable,None,"['Sofa', 'Table', 'Lamp', 'Chair']"
Work,Industrial,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,Yes,Practical,Durable,"['Sofa', 'Table']"
Work,Traditional,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,No,No,No,No,Practical,None,"['Sofa', 'Table', 'Lamp']"
Dining,Industrial,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,Yes,No,No,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Sleep,Rustic,Multifunctional,Between 10 and 20 sqm,No,More than 5000 SAR,No,No,No,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Chair']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,No,Yes,No,Comfortable,Durable,"['Sofa', 'Chair']"
Dining,Rustic,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Chair']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,Durable,"['Sofa', 'Lamp', 'Chair']"
Play,Rustic,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,Yes,No,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Chair']"
Work,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Practical,None,"['Sofa', 'Table']"
Dining,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'Table']"
Relax,Modern,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Chair']"
Play,Industrial,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,No,Practical,Easy to clean,"['Sofa', 'Window']"
Play,Traditional,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,No,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Lamp']"
Sleep,Industrial,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,No,No,No,Practical,Easy to clean,"['Sofa', 'TV']"
Relax,Traditional,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,Yes,No,Yes,Yes,Practical,None,"['Sofa', 'TV']"
Relax,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,No,Comfortable,Durable,"['Sofa', 'TV', 'Chair']"
Play,Minimalist,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,No,Yes,Practical,None,"['Sofa', 'Lamp', 'Table']"
Work,Traditional,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,No,Comfortable,None,"['Sofa', 'Table', 'Table', 'Chair']"
Sleep,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Table', 'Chair']"
Relax,Industrial,Multifunctional,Between 10 and 20 sqm,No,More than 5000 SAR,No,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Lamp']"
Play,Rustic,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Relax,Modern,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'TV']"
Sleep,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,No,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Sleep,Minimalist,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Dining,Industrial,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,No,Practical,None,"['Sofa', 'Table']"
Sleep,Minimalist,Ready-made,More than 20 sqm,No,More than 5000 SAR,No,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Chair']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,No,Practical,Durable,"['Sofa', 'Table']"
Dining,Traditional,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,No,Yes,No,No,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Table', 'Chair']"
Relax,Rustic,Ready-made,More than 20 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Table']"
Relax,Modern,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'TV', 'Table', 'Chair']"
Dining,Minimalist,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,No,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Relax,Traditional,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Durable,"['Sofa', 'TV', 'Table', 'Chair']"
Sleep,Modern,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Work,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Sleep,Minimalist,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,No,No,Yes,Practical,Easy to clean,"['Sofa', 'Lamp']"
Dining,Traditional,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,Yes,No,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Dining,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,No,No,Yes,Practical,None,"['Sofa', 'Lamp']"
Sleep,Modern,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,No,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp']"
Relax,Traditional,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,No,No,No,Yes,Comfortable,None,"['Sofa', 'TV', 'Lamp', 'Chair']"
Relax,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'TV', 'Table', 'Chair']"
Dining,Modern,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Lamp', 'Table']"
Play,Rustic,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,Yes,No,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,Yes,Comfortable,Durable,"['Sofa', 'TV', 'Chair']"
Sleep,Modern,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,No,Practical,Stain-resistant,"['Sofa', 'Table']"
Relax,Minimalist,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,No,No,Yes,Yes,Practical,Easy to clean,"['Sofa', 'TV', 'Lamp']"
Sleep,Rustic,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Dining,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'Chair']"
Relax,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,No,Yes,Practical,Durable,"['Sofa', 'TV']"
Sleep,Rustic,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,No,Practical,Durable,"['Sofa', 'Table']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,No,Practical,Durable,"['Sofa', 'Lamp', 'Table']"
Sleep,Industrial,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,Yes,Yes,Practical,Durable,"['Sofa', 'Table']"
Play,Traditional,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,No,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Work,Minimalist,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Relax,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Chair']"
Sleep,Traditional,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,Yes,Comfortable,Durable,"['Sofa', 'Chair']"
Play,Traditional,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Work,Minimalist,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,No,Practical,Stain-resistant,"['Sofa', 'Table', 'Table']"
Dining,Industrial,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Sleep,Modern,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Comfortable,None,"['Sofa', 'Chair']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Rustic,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Chair']"
Work,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Play,Traditional,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,No,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Relax,Modern,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Table', 'Chair']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,No,Practical,Easy to clean,"['Sofa', 'Chair']"
Sleep,Modern,Ready-made,More than 20 sqm,No,More than 5000 SAR,No,No,Yes,No,Practical,Durable,"['Sofa', 'Lamp']"
Sleep,Modern,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Sleep,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Work,Rustic,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,Yes,No,Practical,Durable,"['Sofa', 'Table']"
Sleep,Traditional,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,No,Practical,Easy to clean,"['Sofa', 'Table']"
Relax,Minimalist,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Table']"
Play,Modern,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Dining,Minimalist,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Relax,Traditional,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,Yes,Practical,None,"['Sofa', 'TV', 'Table']"
Relax,Modern,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'TV', 'Table', 'Chair']"
Sleep,Modern,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Work,Minimalist,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Table', 'Chair']"
Work,Rustic,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,Yes,Comfortable,None,"['Sofa', 'Table', 'Table', 'Chair']"
Play,Industrial,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,No,Yes,Yes,No,Practical,None,"['Sofa', 'Lamp', 'Table']"
Play,Minimalist,Ready-made,More than 20 sqm,No,More than 5000 SAR,No,No,Yes,Yes,Practical,Durable,"['Sofa', 'Lamp']"
Work,Rustic,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,No,Yes,Practical,Easy to clean,"['Sofa', 'Table', 'Table']"
Relax,Industrial,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,No,Yes,Yes,No,Practical,Easy to clean,"['Sofa', 'TV', 'Table']"
Play,Rustic,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Chair']"
Work,Modern,Ready-made,More than 20 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,None,"['Sofa', 'Table', 'Table']"
Play,Industrial,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,No,Practical,Durable,"['Sofa', 'TV']"
Dining,Rustic,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,Yes,No,Comfortable,Durable,"['Sofa', 'Chair']"
Relax,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Table', 'Chair']"
Sleep,Rustic,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,No,No,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Play,Industrial,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,No,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Dining,Traditional,Ready-made,Between 10 and 20 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,Stain-resistant,"['Sofa', 'Table']"
Sleep,Industrial,Ready-made,More than 20 sqm,No,More than 5000 SAR,Yes,No,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Sleep,Minimalist,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'Table', 'Chair']"
